"GSE","GSM","tissue","type","platform","species","studyid"
"GSE145122","GSM4306932","Cerebral cortex","Spheroid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE173339","GSM5266069","Pancreas","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE173339","GSM5266070","Pancreas","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE176031","GSM5353230","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353231","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353234","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353235","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353238","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353239","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353241","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE176031","GSM5353242","Prostate","Tissue","scRNA-Seq(Drop-Seq)","homo_sapiens",NA
"GSE142489","GSM4230367","Prostate","Organoid","scRNA-Seq(10X)","homo_sapiens","Ods006583"
"GSE142489","GSM4230369","Prostate","Organoid","scRNA-Seq(10X)","homo_sapiens","Ods006585"
"GSE123133","GSM3496210","Bile duct","Cell","RNA-Seq","mus_musculus",NA
"GSE123133","GSM3496211","Bile duct","Cell","RNA-Seq","mus_musculus",NA
"GSE123133","GSM3496212","Bile duct","Cell","RNA-Seq","mus_musculus",NA
"GSE161039","GSM4888804","Bile duct","Organoid","RNA-Seq","mus_musculus","Ods009038"
"GSE161039","GSM4888807","Bile duct","Organoid","RNA-Seq","mus_musculus","Ods009041"
"GSE161039","GSM4888810","Bile duct","Organoid","RNA-Seq","mus_musculus","Ods009044"
"GSE131186","GSM3765467","Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE131186","GSM3765468","Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE131186","GSM3765469","Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE131186","GSM3765470","Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542377","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542378","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542379","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542380","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542381","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE182877","GSM5542382","Liver","Cell","RNA-Seq","mus_musculus",NA
"GSE153677","GSM4649104","Lung","Organoid","RNA-Seq","mus_musculus","Ods008415"
"GSE153677","GSM4649105","Lung","Organoid","RNA-Seq","mus_musculus","Ods008416"
"GSE153677","GSM4649108","Lung","Organoid","RNA-Seq","mus_musculus","Ods008419"
"GSE153677","GSM4649109","Lung","Organoid","RNA-Seq","mus_musculus","Ods008420"
"GSE95491","GSM2515281","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515282","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515283","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515284","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515285","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515286","Lymphoid Tissue","Tissue","RNA-Seq","mus_musculus",NA
"GSE125380","GSM3573066","Pancreas","Organoid","RNA-Seq","mus_musculus","Ods004492"
"GSE125380","GSM3573067","Pancreas","Organoid","RNA-Seq","mus_musculus","Ods004493"
"GSE125380","GSM3573070","Pancreas","Organoid","RNA-Seq","mus_musculus","Ods004496"
"GSE117431","GSM3294584","Prostate","Organoid","RNA-Seq","mus_musculus","Ods001250"
"GSE117431","GSM3294585","Prostate","Organoid","RNA-Seq","mus_musculus","Ods001251"
"GSE117431","GSM3294586","Prostate","Organoid","RNA-Seq","mus_musculus","Ods001252"
"GSE65395","GSM1900651","Stomach","Spheroid","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900652","Stomach","Spheroid","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900653","Stomach","Spheroid","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891192","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891193","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891194","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891195","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE148366","GSM4462956","Small Intestine","Organoid","scRNA-Seq(10X)","mus_musculus",NA
"GSE150695","GSM4556832","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556833","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556834","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556835","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556836","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556837","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556838","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556839","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556840","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE150695","GSM4556841","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016210"
"GSE150695","GSM4556842","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016211"
"GSE150695","GSM4556843","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016212"
"GSE150695","GSM4556844","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016213"
"GSE150695","GSM4556845","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016214"
"GSE150695","GSM4556846","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016215"
"GSE150695","GSM4556847","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016216"
"GSE150695","GSM4556848","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016217"
"GSE150695","GSM4556849","Breast","Organoid","RNA-Seq","homo_sapiens","Ods016218"
"GSE163964","GSM5291800","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291801","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291802","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291803","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291804","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291805","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291806","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE163964","GSM5291807","Pancreas","Cell","RNA-Seq","homo_sapiens",NA
"GSE198864","GSM5958231","Lung","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958232","Lung","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958243","Lung","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958244","Lung","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958253","Lung","Tissue","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958254","Lung","Tissue","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198864","GSM5958257","Lung","Tissue","scRNA-Seq(10X)","homo_sapiens",NA
